ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ     NC
2032  313  -0.02  -0.03  -0.03  -0.11  -0.25  -0.35  -0.60  -0.84  -0.76  -0.46  -0.27  -0.02    1   
2033  313  -0.02  -0.03  -0.03  -0.12  -0.26  -0.35  -0.61  -0.84  -0.76  -0.46  -0.27  -0.02    1   
2034  313  -0.02  -0.03  -0.03  -0.12  -0.26  -0.36  -0.61  -0.85  -0.77  -0.46  -0.27  -0.02    1   
2035  313  -0.02  -0.03  -0.03  -0.12  -0.27  -0.37  -0.61  -0.85  -0.77  -0.46  -0.27  -0.02    1   
2036  313  -0.02  -0.03  -0.03  -0.12  -0.28  -0.37  -0.62  -0.86  -0.77  -0.47  -0.27  -0.02    1   
2021  315  -0.01  -0.01  -0.01  -0.01  -0.02  -0.05  -0.10  -0.12  -0.11  -0.06  -0.05  -0.01    1      Usos_Consuntivos - FOZ R CLARO
2022  315  -0.01  -0.01  -0.01  -0.01  -0.02  -0.05  -0.10  -0.13  -0.11  -0.07  -0.05  -0.01    1   
2023  315  -0.01  -0.01  -0.01  -0.02  -0.02  -0.05  -0.10  -0.13  -0.12  -0.07  -0.05  -0.01    1   
2024  315  -0.02  -0.02  -0.02  -0.02  -0.02  -0.05  -0.10  -0.13  -0.12  -0.07  -0.05  -0.02    1   
2025  315  -0.02  -0.02  -0.02  -0.02  -0.02  -0.05  -0.10  -0.13  -0.12  -0.07  -0.05  -0.02    1   
2026  315  -0.02  -0.02  -0.02  -0.02  -0.03  -0.06  -0.10  -0.13  -0.12  -0.07  -0.05  -0.02    1   
2027  315  -0.02  -0.02  -0.02  -0.02  -0.03  -0.05  -0.10  -0.13  -0.12  -0.07  -0.05  -0.02    1   
2028  315  -0.02  -0.02  -0.02  -0.02  -0.03  -0.06  -0.10  -0.13  -0.12  -0.07  -0.05  -0.02    1   
2029  315  -0.02  -0.02  -0.02  -0.02  -0.03  -0.06  -0.11  -0.13  -0.12  -0.07  -0.05  -0.02    1   
2030  315  -0.02  -0.02  -0.02  -0.02  -0.03  -0.06  -0.11  -0.14  -0.12  -0.07  -0.06  -0.02    1   
2031  315  -0.02  -0.02  -0.02  -0.03  -0.03  -0.06  -0.11  -0.14  -0.12  -0.07  -0.06  -0.02    1   
2032  315  -0.02  -0.02  -0.02  -0.03  -0.03  -0.06  -0.11  -0.14  -0.13  -0.08  -0.06  -0.02    1   
2033  315  -0.03  -0.03  -0.03  -0.03  -0.04  -0.07  -0.11  -0.14  -0.13  -0.08  -0.06  -0.03    1   
2034  315  -0.03  -0.03  -0.03  -0.03  -0.04  -0.07  -0.11  -0.14  -0.13  -0.08  -0.06  -0.03    1   
2035  315  -0.03  -0.03  -0.03  -0.03  -0.04  -0.07  -0.12  -0.14  -0.13  -0.08  -0.06  -0.03    1   
2036  315  -0.03  -0.03  -0.03  -0.03  -0.04  -0.07  -0.12  -0.14  -0.13  -0.08  -0.06  -0.03    1   
2021  319  -0.47  -0.46  -0.47  -0.47  -0.44  -0.44  -0.44  -0.48  -0.44  -0.46  -0.57  -0.55    1      Usos_Consuntivos - FIC TELEM BO(NC)
2022  319  -0.48  -0.48  -0.48  -0.48  -0.45  -0.45  -0.45  -0.49  -0.46  -0.47  -0.58  -0.57    1   
2023  319  -0.49  -0.49  -0.49  -0.50  -0.46  -0.46  -0.47  -0.51  -0.47  -0.48  -0.60  -0.58    1   
2024  319  -0.51  -0.50  -0.51  -0.51  -0.48  -0.48  -0.48  -0.52  -0.48  -0.50  -0.61  -0.60    1   
2025  319  -0.52  -0.52  -0.52  -0.53  -0.49  -0.49  -0.50  -0.54  -0.50  -0.51  -0.63  -0.61    1   
2026  319  -0.54  -0.53  -0.54  -0.54  -0.51  -0.51  -0.51  -0.55  -0.51  -0.53  -0.64  -0.63    1   
2027  319  -0.55  -0.55  -0.55  -0.56  -0.52  -0.52  -0.53  -0.57  -0.53  -0.54  -0.66  -0.64    1   
2028  319  -0.57  -0.57  -0.57  -0.57  -0.54  -0.54  -0.54  -0.58  -0.54  -0.56  -0.68  -0.66    1   
2029  319  -0.59  -0.58  -0.59  -0.59  -0.55  -0.55  -0.56  -0.60  -0.56  -0.58  -0.70  -0.68    1   
2030  319  -0.60  -0.60  -0.60  -0.61  -0.57  -0.57  -0.58  -0.62  -0.58  -0.59  -0.71  -0.70    1   
2031  319  -0.62  -0.62  -0.62  -0.63  -0.59  -0.59  -0.59  -0.64  -0.59  -0.61  -0.73  -0.71    1   
2032  319  -0.64  -0.64  -0.64  -0.64  -0.60  -0.60  -0.61  -0.65  -0.61  -0.63  -0.75  -0.73    1   
2033  319  -0.66  -0.65  -0.66  -0.66  -0.62  -0.62  -0.63  -0.67  -0.63  -0.64  -0.77  -0.75    1   
2034  319  -0.67  -0.67  -0.67  -0.68  -0.64  -0.64  -0.64  -0.69  -0.65  -0.66  -0.78  -0.76    1   
2035  319  -0.69  -0.69  -0.69  -0.70  -0.66  -0.66  -0.66  -0.71  -0.66  -0.68  -0.80  -0.78    1   
2036  319  -0.71  -0.71  -0.71  -0.71  -0.67  -0.67  -0.68  -0.73  -0.68  -0.70  -0.82  -0.80    1   
2021  318  -0.96  -0.79  -0.55  -0.54  -0.50  -0.50  -0.50  -0.54  -0.51  -0.51  -0.84  -1.41    1      Usos_Consuntivos - FIC S BRANCA
2022  318  -0.97  -0.80  -0.56  -0.55  -0.51  -0.51  -0.51  -0.55  -0.52  -0.52  -0.85  -1.43    1   
2023  318  -0.99  -0.82  -0.57  -0.56  -0.52  -0.52  -0.52  -0.56  -0.53  -0.53  -0.86  -1.43    1   
2024  318  -1.00  -0.83  -0.58  -0.57  -0.53  -0.53  -0.53  -0.57  -0.54  -0.54  -0.88  -1.48    1   
2025  318  -1.02  -0.85  -0.59  -0.58  -0.54  -0.54  -0.54  -0.58  -0.55  -0.55  -0.89  -1.50    1   
2026  318  -1.04  -0.86  -0.60  -0.60  -0.55  -0.55  -0.55  -0.59  -0.56  -0.56  -0.91  -1.52    1   
2027  318  -1.05  -0.88  -0.61  -0.61  -0.57  -0.57  -0.57  -0.61  -0.57  -0.58  -0.92  -1.52    1   
2028  318  -1.07  -0.89  -0.63  -0.62  -0.58  -0.58  -0.58  -0.62  -0.58  -0.59  -0.94  -1.57    1   
2029  318  -1.09  -0.91  -0.64  -0.63  -0.59  -0.59  -0.59  -0.63  -0.60  -0.60  -0.96  -1.59    1   
2030  318  -1.11  -0.93  -0.65  -0.65  -0.60  -0.60  -0.60  -0.65  -0.61  -0.61  -0.97  -1.61    1   
2031  318  -1.13  -0.94  -0.67  -0.66  -0.62  -0.62  -0.62  -0.66  -0.62  -0.63  -0.98  -1.62    1   
2032  318  -1.15  -0.96  -0.68  -0.67  -0.63  -0.63  -0.63  -0.67  -0.64  -0.64  -1.00  -1.63    1   
2033  318  -1.17  -0.98  -0.69  -0.69  -0.64  -0.64  -0.64  -0.69  -0.65  -0.65  -1.01  -1.64    1   
2034  318  -1.19  -0.99  -0.71  -0.70  -0.66  -0.66  -0.66  -0.70  -0.66  -0.67  -1.02  -1.66    1   
2035  318  -1.20  -1.01  -0.72  -0.71  -0.67  -0.67  -0.67  -0.71  -0.68  -0.68  -1.04  -1.67    1   
2036  318  -1.22  -1.03  -0.73  -0.73  -0.68  -0.68  -0.68  -0.73  -0.69  -0.69  -1.05  -1.68    1   
2021  319  -0.22  -0.23  -0.23  -0.23  -0.22  -0.22  -0.22  -0.22  -0.22  -0.22  -0.23  -0.23    1      Usos_Consuntivos - FIC MAUA
2022  319  -0.23  -0.24  -0.23  -0.23  -0.23  -0.23  -0.23  -0.23  -0.23  -0.23  -0.24  -0.24    1   
2023  319  -0.24  -0.24  -0.24  -0.24  -0.24  -0.24  -0.24  -0.24  -0.24  -0.24  -0.25  -0.25    1   
2024  319  -0.25  -0.25  -0.25  -0.25  -0.25  -0.25  -0.25  -0.25  -0.25  -0.25  -0.26  -0.26    1   
2025  319  -0.26  -0.26  -0.26  -0.26  -0.25  -0.25  -0.25  -0.26  -0.25  -0.26  -0.26  -0.26    1   
2026  319  -0.27  -0.27  -0.27  -0.27  -0.26  -0.26  -0.26  -0.27  -0.26  -0.26  -0.27  -0.27    1   
2027  319  -0.28  -0.28  -0.28  -0.28  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27  -0.28  -0.28    1   
2028  319  -0.29  -0.29  -0.29  -0.29  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.29  -0.29    1   
2029  319  -0.30  -0.30  -0.30  -0.30  -0.29  -0.29  -0.29  -0.30  -0.29  -0.29  -0.30  -0.30    1   
2030  319  -0.31  -0.31  -0.31  -0.31  -0.30  -0.30  -0.30  -0.31  -0.30  -0.31  -0.31  -0.31    1   
2031  319  -0.32  -0.32  -0.32  -0.32  -0.32  -0.32  -0.32  -0.32  -0.32  -0.32  -0.33  -0.33    1   
2032  319  -0.33  -0.33  -0.33  -0.33  -0.33  -0.33  -0.33  -0.33  -0.33  -0.33  -0.34  -0.34    1   
2033  319  -0.34  -0.34  -0.34  -0.34  -0.34  -0.34  -0.34  -0.34  -0.34  -0.34  -0.35  -0.35    1   
2034  319  -0.35  -0.35  -0.35  -0.35  -0.35  -0.35  -0.35  -0.35  -0.35  -0.35  -0.36  -0.36    1   
2035  319  -0.36  -0.37  -0.36  -0.36  -0.36  -0.36  -0.36  -0.36  -0.36  -0.36  -0.37  -0.37    1   
2036  319  -0.37  -0.38  -0.37  -0.37  -0.37  -0.37  -0.37  -0.37  -0.37  -0.37  -0.38  -0.38    1   
2021  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1      Vazao_Remanescente - FIC MAUA
2022  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2023  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2024  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2025  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2026  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2027  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2028  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2029  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2030  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2031  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2032  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2033  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2034  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2035  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2036  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80    1   
2021   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1      Vazao_Remanescente - FIC MAUA -> CAPIVARA
2022   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2023   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2024   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2025   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2026   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2027   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2028   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2029   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2030   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2031   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2032   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2033   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2034   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2035   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2036   61  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80  18.80    1   
2021  325  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02    1      Usos_Consuntivos - FIC GUAPORE
2022  325  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02    1   
2023  325  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02    1   
2024  325  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02    1   
2025  325  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02    1   
2026  325  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02    1   
2027  325  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02  -0.02    1   
2028  325  -0.02  -0.02  -0.02  -0.02  -0.03  -0.03  -0.03  -0.03  -0.03  -0.02  -0.02  -0.02    1   
2029  325  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03    1   
2030  325  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03    1   
2031  325  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03    1   
2032  325  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03    1   
2033  325  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03    1   
2034  325  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03    1   
2035  325  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03    1   
2036  325  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03  -0.03    1   
2021  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1      Vazao_Remanescente - FIC GUAPORE
2022  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2023  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2024  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2025  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2026  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2027  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2028  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2029  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2030  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2031  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2032  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2033  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2034  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2035  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2036  325  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00  -3.00    1   
2021  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1      Vazao_Remanescente - FIC GUAPORE -> JIRAU
2022  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2023  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2024  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2025  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2026  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2027  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2028  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2029  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2030  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2031  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2032  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2033  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2034  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2035  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2036  285   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00   3.00    1   
2021  339  -4.36  -2.98  -2.58  -2.49  -1.98  -1.01  -0.76  -0.75  -1.34  -1.64  -2.69  -4.09    1      Usos_Consuntivos - BEM QUERER(NC)
2022  339  -4.31  -2.99  -2.60  -2.46  -1.95  -1.02  -0.77  -0.76  -1.38  -1.69  -2.69  -4.04    1   
2023  339  -4.26  -3.00  -2.62  -2.43  -1.92  -1.02  -0.78  -0.78  -1.42  -1.73  -2.68  -3.94    1   
2024  339  -4.20  -2.93  -2.64  -2.40  -1.88  -1.02  -0.79  -0.79  -1.47  -1.78  -2.68  -3.92    1   
2025  339  -4.15  -3.02  -2.66  -2.37  -1.85  -1.02  -0.80  -0.80  -1.52  -1.82  -2.68  -3.87    1   
2026  339  -4.10  -3.02  -2.67  -2.34  -1.82  -1.02  -0.81  -0.81  -1.56  -1.86  -2.67  -3.81    1   
2027  339  -4.04  -3.03  -2.69  -2.31  -1.78  -1.02  -0.82  -0.82  -1.60  -1.90  -2.66  -3.71    1   
2028  339  -3.98  -2.95  -2.71  -2.28  -1.74  -1.02  -0.83  -0.83  -1.65  -1.95  -2.66  -3.69    1   
2029  339  -3.93  -3.04  -2.72  -2.24  -1.71  -1.02  -0.83  -0.84  -1.69  -1.99  -2.65  -3.63    1   
2030  339  -3.87  -3.04  -2.73  -2.21  -1.67  -1.01  -0.84  -0.84  -1.71  -2.01  -2.67  -3.64    1   
2031  339  -3.82  -3.04  -2.74  -2.17  -1.64  -1.01  -0.85  -0.85  -1.74  -2.03  -2.68  -3.65    1   
2032  339  -3.76  -3.05  -2.75  -2.14  -1.60  -1.01  -0.86  -0.86  -1.76  -2.05  -2.70  -3.66    1   
2033  339  -3.71  -3.05  -2.77  -2.10  -1.57  -1.01  -0.87  -0.87  -1.79  -2.07  -2.71  -3.67    1   
2034  339  -3.65  -3.05  -2.78  -2.07  -1.53  -1.01  -0.87  -0.88  -1.81  -2.09  -2.72  -3.68    1   
2035  339  -3.59  -3.06  -2.79  -2.03  -1.49  -1.01  -0.88  -0.89  -1.84  -2.11  -2.74  -3.69    1   
2036  339  -3.54  -3.06  -2.80  -2.00  -1.46  -1.01  -0.89  -0.90  -1.86  -2.13  -2.75  -3.70    1   
2021   66  -0.93  -0.89  -0.88  -0.88  -0.88  -0.88  -0.88  -0.89  -0.88  -0.88  -0.91  -0.95    1      Usos_Consuntivos - FIC COMISSAR(NC)
2022   66  -0.96  -0.92  -0.91  -0.91  -0.91  -0.91  -0.91  -0.92  -0.91  -0.91  -0.94  -0.98    1   
2023   66  -0.99  -0.95  -0.94  -0.93  -0.93  -0.93  -0.94  -0.94  -0.94  -0.93  -0.97  -1.00    1   
2024   66  -1.01  -0.97  -0.97  -0.96  -0.96  -0.96  -0.96  -0.97  -0.96  -0.96  -0.99  -1.03    1   
2025   66  -1.04  -1.00  -0.99  -0.99  -0.99  -0.99  -0.99  -1.00  -0.99  -0.99  -1.02  -1.06    1   
2026   66  -1.07  -1.03  -1.02  -1.02  -1.02  -1.02  -1.02  -1.03  -1.02  -1.02  -1.05  -1.09    1   
2027   66  -1.10  -1.06  -1.05  -1.05  -1.05  -1.05  -1.05  -1.06  -1.05  -1.05  -1.08  -1.12    1   
2028   66  -1.13  -1.09  -1.08  -1.07  -1.07  -1.07  -1.08  -1.08  -1.08  -1.07  -1.11  -1.15    1   
2029   66  -1.16  -1.11  -1.11  -1.10  -1.10  -1.10  -1.10  -1.11  -1.10  -1.10  -1.13  -1.17    1   
2030   66  -1.19  -1.14  -1.14  -1.13  -1.13  -1.13  -1.13  -1.14  -1.13  -1.13  -1.16  -1.20    1   
2031   66  -1.21  -1.17  -1.17  -1.16  -1.16  -1.16  -1.16  -1.17  -1.16  -1.16  -1.19  -1.23    1   
2032   66  -1.24  -1.20  -1.19  -1.19  -1.19  -1.19  -1.19  -1.20  -1.19  -1.19  -1.22  -1.26    1   
2033   66  -1.27  -1.23  -1.22  -1.22  -1.22  -1.22  -1.22  -1.23  -1.22  -1.22  -1.25  -1.29    1   
2034   66  -1.30  -1.26  -1.25  -1.25  -1.25  -1.25  -1.25  -1.26  -1.25  -1.25  -1.28  -1.32    1   
2035   66  -1.33  -1.29  -1.28  -1.27  -1.27  -1.27  -1.28  -1.29  -1.28  -1.27  -1.31  -1.35    1   
2036   66  -1.36  -1.31  -1.31  -1.30  -1.30  -1.30  -1.31  -1.31  -1.31  -1.30  -1.34  -1.37    1   
2021   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1      Vazao_Remanescente - FIC COMISSAR(NC)
2022   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2023   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2024   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2025   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2026   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2027   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2028   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2029   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2030   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2031   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2032   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2033   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2034   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2035   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2036   66  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89    1   
2021   66   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89    1      Vazao_Remanescente - FIC COMISSAR(NC) -> FIC APERTADO(NC)
2022   66   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89    1   
2023   66   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89    1   
2024   66   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89    1   
2025   66   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89    1   
2026   66   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89    1   
2027   66   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89    1   
2028   66   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89    1   
2029   66   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89    1   
2030   66   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89    1   
2031   66   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89   0.89    1   
